Frame_Pair,T_MAD,Label_Changed,Label_Frame1,Label_Frame2
4591_vs_4592,0.002232142857142857,False,24,24
4592_vs_4593,0.01645408163265306,False,24,24
4593_vs_4594,0.002295918367346939,False,24,24
4594_vs_4595,0.0,False,24,24
4595_vs_4596,0.0163265306122449,False,24,24
4596_vs_4597,0.011288265306122449,False,24,24
4597_vs_4598,0.002232142857142857,False,24,24
4598_vs_4599,0.0,False,24,24
4599_vs_4600,0.0,False,24,24
4600_vs_4601,0.0,False,24,24
4601_vs_4602,0.0,False,24,24
4602_vs_4603,0.0,False,24,24
4603_vs_4604,0.0,False,24,24
4604_vs_4605,0.0,False,24,24
4605_vs_4606,0.0,False,24,24
4606_vs_4607,0.0,False,24,24
4607_vs_4608,0.0,False,24,24
4608_vs_4609,0.0,False,24,24
4609_vs_4610,0.0,False,24,24
4610_vs_4611,0.0,False,24,24
4611_vs_4612,0.0,False,24,24
4612_vs_4613,0.0,False,24,24
4613_vs_4614,0.007461734693877551,False,24,24
4614_vs_4615,0.0,False,24,24
4615_vs_4616,0.017665816326530612,False,24,24
4616_vs_4617,0.007461734693877551,False,24,24
4617_vs_4618,0.0,False,24,24
4618_vs_4619,0.058418367346938775,False,24,24
4619_vs_4620,0.0019770408163265305,False,24,24
4620_vs_4621,0.0,False,24,24
4621_vs_4622,0.0,False,24,24
4622_vs_4623,0.0,False,24,24
4623_vs_4624,0.0,False,24,24
4624_vs_4625,0.0,False,24,24
4625_vs_4626,0.004081632653061225,False,24,24
4626_vs_4627,0.0,False,24,24
4627_vs_4628,0.0,False,24,24
4628_vs_4629,0.004209183673469388,False,24,24
4629_vs_4630,0.0,False,24,24
4630_vs_4631,0.0,False,24,24
4631_vs_4632,0.0044005102040816325,False,24,24
4632_vs_4633,0.037372448979591834,False,24,24
4633_vs_4634,0.04056122448979592,False,24,24
4634_vs_4635,0.038137755102040816,False,24,24
4635_vs_4636,0.02461734693877551,False,24,24
4636_vs_4637,0.017091836734693878,False,24,24
4637_vs_4638,0.0,False,24,24
4638_vs_4639,0.039540816326530615,False,24,24
4639_vs_4640,0.052869897959183676,False,24,24
4640_vs_4641,0.0019770408163265305,False,24,24
4641_vs_4642,0.029974489795918366,False,24,24
4642_vs_4643,0.013201530612244898,False,24,24
4643_vs_4644,0.009183673469387756,False,24,24
4644_vs_4645,0.0,False,24,24
4645_vs_4646,0.012627551020408164,False,24,24
4646_vs_4647,0.008290816326530613,False,24,24
4647_vs_4648,0.0,False,24,24
4648_vs_4649,0.006441326530612245,False,24,24
4649_vs_4650,0.01288265306122449,False,24,24
4650_vs_4651,0.0,False,24,24
4651_vs_4652,0.0044005102040816325,False,24,24
4652_vs_4653,0.011415816326530612,False,24,24
4653_vs_4654,0.008545918367346939,False,24,24
4654_vs_4655,0.004719387755102041,False,24,24
4655_vs_4656,0.014604591836734694,False,24,24
4656_vs_4657,0.024489795918367346,False,24,24
4657_vs_4658,0.006441326530612245,False,24,24
4658_vs_4659,0.0,False,24,24
4659_vs_4660,0.07876275510204081,False,24,24
4660_vs_4661,0.12353316326530613,False,24,24
4661_vs_4662,0.06600765306122448,False,24,24
4662_vs_4663,0.05829081632653061,False,24,24
4663_vs_4664,0.029974489795918366,False,24,24
4664_vs_4665,0.021237244897959185,False,24,24
4665_vs_4666,0.006823979591836735,False,24,24
4666_vs_4667,0.0,False,24,24
4667_vs_4668,0.0,False,24,24
4668_vs_4669,0.0,False,24,24
4669_vs_4670,0.03239795918367347,False,24,24
4670_vs_4671,0.018176020408163265,False,24,24
4671_vs_4672,0.005038265306122449,False,24,24
4672_vs_4673,0.0,False,24,24
4673_vs_4674,0.0,False,24,24
4674_vs_4675,0.0020408163265306124,False,24,24
4675_vs_4676,0.0,False,24,24
4676_vs_4677,0.0019770408163265305,False,24,24
4677_vs_4678,0.0,False,24,24
4678_vs_4679,0.0021683673469387755,False,24,24
4679_vs_4680,0.0,False,24,24
4680_vs_4681,0.0,False,24,24
4681_vs_4682,0.12346938775510204,False,24,24
4682_vs_4683,0.10790816326530613,False,24,24
4683_vs_4684,0.05133928571428571,False,24,24
4684_vs_4685,0.0,False,24,24
4685_vs_4686,0.020790816326530612,False,24,24
4686_vs_4687,0.015880102040816326,False,24,24
4687_vs_4688,0.0,False,24,24
4688_vs_4689,0.054464285714285715,False,24,24
4689_vs_4690,0.0,False,24,24
4690_vs_4691,0.0,False,24,24
4691_vs_4692,0.0,False,24,24
4692_vs_4693,0.011607142857142858,False,24,24
4693_vs_4694,0.02308673469387755,False,24,24
4694_vs_4695,0.00625,False,24,24
4695_vs_4696,0.002104591836734694,False,24,24
4696_vs_4697,0.03125,False,24,24
4697_vs_4698,0.04987244897959184,False,24,24
4698_vs_4699,0.0040178571428571425,False,24,24
4699_vs_4700,0.0,False,24,24
4700_vs_4701,0.020918367346938777,False,24,24
4701_vs_4702,0.12302295918367347,False,24,24
4702_vs_4703,0.014668367346938776,False,24,24
4703_vs_4704,0.0617984693877551,False,24,24
4704_vs_4705,0.0,False,24,24
4705_vs_4706,0.0,False,24,24
4706_vs_4707,0.065625,False,24,24
4707_vs_4708,0.019706632653061225,False,24,24
4708_vs_4709,0.03456632653061224,False,24,24
4709_vs_4710,0.08258928571428571,False,24,24
4710_vs_4711,0.0930484693877551,False,24,24
4711_vs_4712,0.0,False,24,24
4712_vs_4713,0.004081632653061225,False,24,24
4713_vs_4714,0.004081632653061225,False,24,24
4714_vs_4715,0.006441326530612245,False,24,24
4715_vs_4716,0.0019770408163265305,False,24,24
4716_vs_4717,0.006122448979591836,False,24,24
4717_vs_4718,0.020854591836734694,False,24,24
4718_vs_4719,0.05924744897959184,False,24,24
4719_vs_4720,0.0,False,24,24
4720_vs_4721,0.0020408163265306124,False,24,24
4721_vs_4722,0.05829081632653061,False,24,24
4722_vs_4723,0.03845663265306123,False,24,24
4723_vs_4724,0.0044005102040816325,False,24,24
4724_vs_4725,0.011288265306122449,False,24,24
4725_vs_4726,0.037436224489795916,False,24,24
4726_vs_4727,0.08692602040816326,False,24,24
4727_vs_4728,0.0,False,24,24
4728_vs_4729,0.08494897959183674,False,24,24
4729_vs_4730,0.034630102040816325,False,24,24
4730_vs_4731,0.02506377551020408,False,24,24
4731_vs_4732,0.01645408163265306,False,24,24
4732_vs_4733,0.0,False,24,24
4733_vs_4734,0.00822704081632653,False,24,24
4734_vs_4735,0.05860969387755102,False,24,24
4735_vs_4736,0.05963010204081633,False,24,24
4736_vs_4737,0.011096938775510204,False,24,24
4737_vs_4738,0.0,False,24,24
4738_vs_4739,0.05127551020408163,False,24,24
4739_vs_4740,0.04221938775510204,False,24,24
4740_vs_4741,0.0,False,24,24
4741_vs_4742,0.00625,False,24,24
4742_vs_4743,0.0,False,24,24
4743_vs_4744,0.0,False,24,24
4744_vs_4745,0.0,False,24,24
4745_vs_4746,0.0,False,24,24
4746_vs_4747,0.0,False,24,24
4747_vs_4748,0.004145408163265306,False,24,24
4748_vs_4749,0.0,False,24,24
4749_vs_4750,0.0,False,24,24
4750_vs_4751,0.008418367346938776,False,24,24
4751_vs_4752,0.0,False,24,24
4752_vs_4753,0.002104591836734694,False,24,24
4753_vs_4754,0.018686224489795917,False,24,24
4754_vs_4755,0.02264030612244898,False,24,24
4755_vs_4756,0.016709183673469387,False,24,24
4756_vs_4757,0.0,False,24,24
4757_vs_4758,0.0,False,24,24
4758_vs_4759,0.032525510204081634,False,24,24
4759_vs_4760,0.0019770408163265305,False,24,24
4760_vs_4761,0.0,False,24,24
4761_vs_4762,0.0,False,24,24
4762_vs_4763,0.0,False,24,24
4763_vs_4764,0.0,False,24,24
4764_vs_4765,0.0,False,24,24
4765_vs_4766,0.0,False,24,24
4766_vs_4767,0.0,False,24,24
4767_vs_4768,0.0,False,24,24
4768_vs_4769,0.0,False,24,24
4769_vs_4770,0.01485969387755102,False,24,24
4770_vs_4771,0.0,False,24,24
4771_vs_4772,0.0,False,24,24
4772_vs_4773,0.0,False,24,24
4773_vs_4774,0.0,False,24,24
4774_vs_4775,0.0019770408163265305,False,24,24
4775_vs_4776,0.0,False,24,24
4776_vs_4777,0.0,False,24,24
4777_vs_4778,0.0040178571428571425,False,24,24
4778_vs_4779,0.0,False,24,24
4779_vs_4780,0.002295918367346939,False,24,24
4780_vs_4781,0.0065051020408163265,False,24,24
4781_vs_4782,0.0,False,24,24
4782_vs_4783,0.0,False,24,24
4783_vs_4784,0.0,False,24,24
4784_vs_4785,0.004910714285714286,False,24,24
4785_vs_4786,0.012627551020408164,False,24,24
4786_vs_4787,0.011670918367346938,False,24,24
4787_vs_4788,0.0,False,24,24
4788_vs_4789,0.0,False,24,24
4789_vs_4790,0.0,False,24,24
4790_vs_4791,0.010331632653061225,False,24,24
4791_vs_4792,0.003125,False,24,24
4792_vs_4793,0.002295918367346939,False,24,24
4793_vs_4794,0.002232142857142857,False,24,24
4794_vs_4795,0.0,False,24,24
4795_vs_4796,0.0020408163265306124,False,24,24
4796_vs_4797,0.0,False,24,24
4797_vs_4798,0.0042729591836734694,False,24,24
4798_vs_4799,0.00739795918367347,False,24,24
4799_vs_4800,0.010267857142857143,False,24,24
4800_vs_4801,0.0,False,24,24
4801_vs_4802,0.005676020408163266,False,24,24
4802_vs_4803,0.0,False,24,24
4803_vs_4804,0.0,False,24,24
4804_vs_4805,0.0,False,24,24
4805_vs_4806,0.0,False,24,24
4806_vs_4807,0.0,False,24,24
4807_vs_4808,0.0,False,24,24
4808_vs_4809,0.0,False,24,24
4809_vs_4810,0.0,False,24,24
4810_vs_4811,0.0,False,24,24
4811_vs_4812,0.0,False,24,24
4812_vs_4813,0.0,False,24,24
4813_vs_4814,0.0,False,24,24
4814_vs_4815,0.0,False,24,24
4815_vs_4816,0.0,False,24,24
4816_vs_4817,0.0,False,24,24
4817_vs_4818,0.0,False,24,24
4818_vs_4819,0.0,False,24,24
4819_vs_4820,0.0,False,24,24
4820_vs_4821,0.0,False,24,24
4821_vs_4822,0.0,False,24,24
4822_vs_4823,0.0,False,24,24
4823_vs_4824,0.0,False,24,24
4824_vs_4825,0.0,False,24,24
4825_vs_4826,0.0,False,24,24
4826_vs_4827,0.0,False,24,24
4827_vs_4828,0.0,False,24,24
4828_vs_4829,0.0,False,24,24
4829_vs_4830,0.002104591836734694,False,24,24
4830_vs_4831,0.0,False,24,24
4831_vs_4832,0.0,False,24,24
4832_vs_4833,0.002104591836734694,False,24,24
4833_vs_4834,0.0026785714285714286,False,24,24
4834_vs_4835,0.028698979591836735,False,24,24
4835_vs_4836,0.012627551020408164,False,24,24
4836_vs_4837,0.0,False,24,24
4837_vs_4838,0.0,False,24,24
4838_vs_4839,0.0,False,24,24
4839_vs_4840,0.0,False,24,24
4840_vs_4841,0.0,False,24,24
4841_vs_4842,0.011670918367346938,False,24,24
4842_vs_4843,0.0,False,24,24
4843_vs_4844,0.0,False,24,24
4844_vs_4845,0.0,False,24,24
4845_vs_4846,0.00274234693877551,False,24,24
4846_vs_4847,0.0019770408163265305,False,24,24
4847_vs_4848,0.0,False,24,24
4848_vs_4849,0.002104591836734694,False,24,24
4849_vs_4850,0.015625,False,24,24
4850_vs_4851,0.022704081632653063,False,24,24
4851_vs_4852,0.004846938775510204,False,24,24
4852_vs_4853,0.0,False,24,24
4853_vs_4854,0.004464285714285714,False,24,24
4854_vs_4855,0.0,False,24,24
4855_vs_4856,0.006441326530612245,False,24,24
4856_vs_4857,0.04693877551020408,False,24,24
4857_vs_4858,0.08227040816326531,False,24,24
4858_vs_4859,0.07091836734693878,False,24,24
4859_vs_4860,0.010522959183673469,False,24,24
4860_vs_4861,0.04017857142857143,False,24,24
4861_vs_4862,0.1618622448979592,False,24,24
4862_vs_4863,0.10280612244897959,False,24,24
4863_vs_4864,0.0,False,24,24
4864_vs_4865,0.041581632653061223,False,24,24
4865_vs_4866,0.03845663265306123,False,24,24
4866_vs_4867,0.043941326530612244,False,24,24
4867_vs_4868,0.0670280612244898,False,24,24
4868_vs_4869,0.16677295918367346,False,24,24
4869_vs_4870,0.05082908163265306,False,24,24
4870_vs_4871,0.0,False,24,24
4871_vs_4872,0.0,False,24,24
4872_vs_4873,0.15459183673469387,False,24,24
4873_vs_4874,0.08086734693877551,False,24,24
4874_vs_4875,0.06211734693877551,False,24,24
4875_vs_4876,0.11409438775510204,False,24,24
4876_vs_4877,0.0454719387755102,False,24,24
4877_vs_4878,0.046875,False,24,24
4878_vs_4879,0.0,False,24,24
4879_vs_4880,0.06581632653061224,False,24,24
4880_vs_4881,0.1610969387755102,False,24,24
4881_vs_4882,0.23673469387755103,False,24,24
4882_vs_4883,0.09891581632653061,False,24,24
4883_vs_4884,0.004528061224489796,False,24,24
4884_vs_4885,0.020599489795918368,False,24,24
4885_vs_4886,0.022831632653061224,False,24,24
4886_vs_4887,0.1427295918367347,False,24,24
4887_vs_4888,0.06798469387755102,False,24,24
4888_vs_4889,0.04151785714285714,False,24,24
4889_vs_4890,0.002423469387755102,False,24,24
4890_vs_4891,0.07646683673469387,False,24,24
4891_vs_4892,0.1447704081632653,False,24,24
4892_vs_4893,0.12021683673469388,False,24,24
4893_vs_4894,0.029081632653061223,False,24,24
4894_vs_4895,0.0,False,24,24
4895_vs_4896,0.004145408163265306,False,24,24
4896_vs_4897,0.044642857142857144,False,24,24
4897_vs_4898,0.002232142857142857,False,24,24
4898_vs_4899,0.09598214285714286,False,24,24
4899_vs_4900,0.05829081632653061,False,24,24
4900_vs_4901,0.11281887755102041,False,24,24
4901_vs_4902,0.030994897959183674,False,24,24
4902_vs_4903,0.0753188775510204,False,24,24
4903_vs_4904,0.16607142857142856,False,24,24
4904_vs_4905,0.07735969387755103,False,24,24
4905_vs_4906,0.035331632653061225,False,24,24
4906_vs_4907,0.06307397959183673,False,24,24
4907_vs_4908,0.255484693877551,False,24,24
4908_vs_4909,0.27799744897959183,False,24,24
4909_vs_4910,0.08565051020408163,False,24,24
4910_vs_4911,0.15452806122448978,False,24,24
4911_vs_4912,0.01926020408163265,False,24,24
4912_vs_4913,0.0,False,24,24
4913_vs_4914,0.04406887755102041,False,24,24
4914_vs_4915,0.13769132653061225,False,24,24
4915_vs_4916,0.10637755102040816,False,24,24
